subtract_grad,furnace,2022-05-25
subtract_raw,furnace,2022-05-25
sum,furnace,2022-06-07
sum_grad,furnace,2022-06-07
sum_raw,ronnywang,(ronnywang
swiglu,zhenwenqi2024,2024-04-08
swiglu_grad,zhenwenqi2024,2024-04-08
swish,USTCKAY,2022-08-10
swish_grad,USTCKAY,2022-08-10
take_along_axis,Aganlengzi,2022-06-23
take_along_axis_grad,Aganlengzi,2022-06-23
tanh,Aganlengzi,2022-06-20
tanh_grad,Aganlengzi,2022-06-20
tile,duanyanhui,2022-08-17
tile_grad,Kai Song,Song
top_p_sampling,ronnywang,2024-05-15
topk,Aganlengzi,(Aganlengzi
transpose,furnace,2022-05-25
transpose_grad,furnace,2022-05-25
tril,Kai Song,Song
tril_grad,Kai Song,Song
tril_triu,duanyanhui,2022-08-17
tril_triu_grad,Kai Song,Song
triu,YuanRisheng,2022-11-21
triu_grad,Kai Song,Song
truncated_gaussian_random,Aganlengzi,2022-06-10
unbind,Kai Song,Song
uniform,Aganlengzi,(Aganlengzi
uniform_raw,Aganlengzi,(Aganlengzi
unsqueeze,Aganlengzi,2022-06-14
unsqueeze_grad,Aganlengzi,2022-06-14
unsqueeze_with_xshape,Aganlengzi,2022-07-22
unstack,Yunpeng Bai,Bai
unstack_grad,Yunpeng Bai,Bai
update_loss_scaling,ronnywang,2022-08-22
variable_length_memory_efficient_attention,ronnywang,2024-05-15
warpctc,will-jl944,2024-06-28
warpctc_grad,will-jl944,2024-06-28
where,Aganlengzi,(Aganlengzi
where_grad,Aganlengzi,(Aganlengzi
