abs
abs_grad
accuracy
acos
adadelta
adagrad
adam
adam_dense_param_sparse_grad
adamw
add_act_xpu
add_layernorm_xpu
add_n_array
add_raw
addcmul_xpu
addmm
addmm_grad
affine_channel
affine_channel_grad
all_gather
all_raw
all_reduce
all_to_all
any_raw
arange_tensor
arg_max
arg_min
argsort
argsort_grad
array_pop
array_read
array_to_tensor
array_write
as_strided
as_strided_grad
assign
assign_array
assign_raw
assign_sr
assign_value
atan
atan_grad
barrier
batch_norm
batch_norm_grad
batch_norm_infer
bce_loss
bce_loss_grad
beam_search
beam_search_decode
bilinear_interp_v2
bilinear_interp_v2_grad
bitwise_and
bitwise_not
bitwise_or
blha_get_max_len
block_multihead_attention_xpu
bmm
bmm_grad
bn_act_xpu
c_concat
c_embedding
c_embedding_grad
c_identity
c_softmax_with_cross_entropy
c_softmax_with_cross_entropy_grad
c_split
c_sync_calc_stream
cast
check_finite_and_unscale
clip
clip_by_norm
clip_grad
coalesce_tensor
comm_init_all
concat
concat_grad
contiguous
conv1d_xpu
conv2d
conv2d_grad
conv2d_transpose
conv2d_transpose_grad
conv2d_transpose_xpu
conv2d_xpu
conv3d
conv3d_grad
conv3d_transpose
cos
cos_grad
create_array
create_array_like
cross_attention_xpu
cumprod
cumsum
cumsum_grad
deformable_conv_v1
deformable_conv_v1_grad
depthwise_conv2d
depthwise_conv2d_grad
depthwise_conv2d_transpose
depthwise_conv2d_transpose_grad
dequantize_linear
dequantize_linear_deprecated
dequantize_xpu
diag_v2
diagonal
diagonal_grad
distribute_fpn_proposals
divide_raw
dropout
dropout_grad
einsum
einsum_grad
einsum_infer
elementwise_add
elementwise_add_grad
elementwise_div
elementwise_div_grad
elementwise_floordiv
elementwise_max
elementwise_max_grad
elementwise_min
elementwise_min_grad
elementwise_mod
elementwise_mul
elementwise_mul_grad
elementwise_pow
elementwise_pow_raw
elementwise_sub
elementwise_sub_grad
elu
embedding_with_eltwise_add_xpu
empty
empty_like
equal
equal_raw
exp
exp_grad
expand_as_v2
expand_v2
expand_v2_grad
eye
fast_layernorm_xpu
fast_where_xpu
fc_xpu
feed
fill_any
fill_any_like
fill_constant
fill_constant_batch_size_like
fill_diagonal_tensor
flash_attn
flash_attn_grad
flash_attn_unpadded
flash_attn_unpadded_grad
flatten2
flatten2_grad
flatten_contiguous_range
flatten_grad
flip
floor
floor_divide_raw
full_sr
full_with_tensor
full_with_tensor_sr
fused_attention
fused_attention_grad
fused_bias_act
fused_bias_residual_layernorm
fused_feedforward
fused_feedforward_grad
fused_gemm_epilogue
fused_gemm_epilogue_grad
fused_linear_param_grad_add
fused_rotary_position_embedding
fused_rotary_position_embedding_grad
fused_softmax_mask
fused_softmax_mask_grad
gather
gather_grad
gather_nd
gather_nd_grad
gaussian_random
gelu
gelu_grad
generate_proposals_v2
generate_sequence_xpu
grad_add
greater_equal
greater_equal_raw
greater_than
greater_than_raw
grid_sampler
grid_sampler_grad
group_norm
group_norm_grad
group_norm_silu_xpu
hard_sigmoid
hard_sigmoid_grad
hard_swish
hard_swish_grad
huber_loss
huber_loss_grad
increment
index_add
index_add_grad
index_put
index_put_grad
index_sample
index_sample_grad
index_select
index_select_grad
index_select_strided
index_select_strided_grad
instance_norm
instance_norm_grad
inverse
isfinite_v2
isinf_v2
isnan_v2
kldiv_loss
kldiv_loss_grad
label_smooth
lamb
lars_momentum
layer_norm
layer_norm_act_xpu
layer_norm_grad
layer_norm_relu_xpu
leaky_relu
leaky_relu_grad
less_equal
less_equal_raw
less_than
less_than_raw
linspace
load
load_combine
load_combine_extended
load_combine_vocab
log
log_grad
log_loss
log_loss_grad
log_softmax
log_softmax_grad
logical_and
logical_not
logical_or
logical_xor
logsumexp
logsumexp_grad
lookup_table_v2
lookup_table_v2_grad
mask_adaptive_xpu
masked_select
masked_select_grad
matmul
matmul_grad
matmul_v2
matmul_v2_grad
max_pool2d_with_index
max_pool2d_with_index_grad
max_raw
maximum_raw
mean
mean_grad
mean_raw
memcpy
memcpy_d2h
memcpy_d2h_multi_io
memcpy_h2d
merged_adam
merged_momentum
meshgrid
min_raw
minimum_raw
mish
mish_grad
momentum
mp_allreduce_sum
mul
mul_grad
multi_encoder_xpu
multiclass_nms3
multinomial
multiply_raw
nearest_interp_v2
nearest_interp_v2_grad
nll_loss
nll_loss_grad
norm
not_equal
not_equal_raw
one_hot_raw
one_hot_v2
p_norm
p_norm_grad
p_recv
p_recv_array
p_send
p_send_array
pad
pad2d_xpu
pad3d
pad3d_grad
pad_grad
pixel_shuffle
pixel_shuffle_grad
pool2d
pool2d_grad
pool3d
pool3d_grad
pow
pow2_decay_with_linear_warmup
pow_grad
prelu
prelu_grad
print_kernel
prior_box
prod_infer
put_along_axis
qkv_attention_xpu
quantize_linear
quantize_linear_deprecated_infer
quantize_xpu
randint
randint_with_seed
randperm
reciprocal
reciprocal_grad
reduce
reduce_all
reduce_any
reduce_max
reduce_max_grad
reduce_mean
reduce_mean_grad
reduce_min
reduce_min_grad
reduce_prod
reduce_scatter
reduce_sum
reduce_sum_grad
relu
relu6
relu6_grad
relu_grad
remainder_raw
repeat_interleave
repeat_interleave_with_tensor_index
reshape
reshape2
reshape2_grad
reshape2_grad_grad
resnet_basic_block
resnet_basic_block_grad
resnet_unit
resnet_unit_grad
rms_norm
rms_norm_grad
rmsprop
rnn
rnn_grad
roformer_relative_embedding_xpu
roi_align
roi_align_grad
roll
roll_grad
round
rsqrt
rsqrt_grad
save
scale
scatter
scatter_grad
scatter_nd_add
scatter_nd_add_grad
sequence_conv
sequence_conv_grad
sequence_unpad_xpu
set_value
set_value_grad
set_value_with_scalar_grad
set_value_with_tensor
sgd
sgd_dense_param_sparse_grad
shadow_feed
shadow_feed_tensors
shape
shape64
shape64_sr
shape_sr
share_buffer
share_data
sigmoid
sigmoid_cross_entropy_with_logits
sigmoid_cross_entropy_with_logits_grad
sigmoid_grad
sign
silu
silu_grad
sin
sin_grad
sine_pos_xpu
size
slice
slice_grad
softmax
softmax_grad
softmax_with_cross_entropy
softmax_with_cross_entropy_grad
softplus
softplus_grad
sparse_coo_tensor
spatial_transformer_resblock_xpu
split
split_strided
split_with_num
split_with_num_strided
sqrt
sqrt_grad
square
square_grad
squared_l2_norm
squared_l2_norm_grad
squeeze2
squeeze2_grad
squeeze_excitation_block
squeeze_with_xshape
stack
stack_grad
strided_copy
strided_slice
strided_slice_grad
strided_slice_raw
strided_slice_raw_grad
subtract_raw
sum
sum_raw
swiglu
swiglu_grad
swish
swish_grad
sync_comm_stream
take_along_axis
tan
tanh
tanh_grad
temporal_shift
temporal_shift_grad
tensor_unfold
tensor_unfold_grad
tile
tile_grad
top_k
top_k_v2
top_p_sampling
transpose2
transpose2_grad
tril
tril_grad
tril_triu
tril_triu_grad
triu
triu_grad
truncated_gaussian_random
unbind
unfold
unfold_grad
uniform_random
uniform_random_inplace
uniform_random_inplace_grad
uniform_raw
uniform_raw_sr
uniform_sr
unique
unique_raw
unsqueeze2
unsqueeze2_grad
unsqueeze_with_xshape
unstack
unstack_grad
update_loss_scaling
variable_length_memory_efficient_attention
view_dtype
view_dtype_grad
view_shape
view_shape_grad
view_slice
warpctc
warpctc_grad
weight_only_linear_xpu
where
where_grad
where_index
yolo_box
yolo_box_xpu
