['partial_concat', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/partial_concat_kernel.cu', 'co63oc', '2024-05-10']
['partial_concat_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/partial_concat_grad_kernel.cu', 'co63oc', '2024-05-10']
['partial_recv', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/partial_recv_kernel.cu', 'co63oc', '2024-08-14']
['partial_send', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/partial_send_kernel.cu', 'co63oc', '2024-08-08']
['polygamma', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/polygamma_kernel.cu', 'PommesPeter', '2023-06-05']
['polygamma_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/polygamma_grad_kernel.cu', 'PommesPeter', '2023-06-05']
['pool2d_double_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/pool_grad_kernel.cu', 'Wei Shengyu', '2023-04-12']
['pow2_decay_with_linear_warmup', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/pow2_decay_with_linear_warmup_kernel.cu', 'Zeng Jinle', '2021-10-19']
['pow_double_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/activation_grad_kernel.cu', 'fangfangssj', '2025-03-04']
['pow_triple_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/activation_grad_kernel.cu', 'fangfangssj', '2025-03-04']
['prune_gate_by_capacity', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/prune_gate_by_capacity_kernel.cu', 'Roc', '2022-03-29']
['quant_linear', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/quant_linear_kernel.cu', 'YSF', '2023-10-31']
['quantize_linear', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/quantize_linear_kernel.cu', 'cyberslack_lee', '2024-05-21']
['quantize_linear_deprecated_infer', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/quantize_linear_kernel.cu', 'YuanRisheng', '2024-05-27']
['quantize_linear_deprecated_train', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/quantize_linear_kernel.cu', 'cyberslack_lee', '2024-05-21']
['radam', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/radam_kernel.cu', 'megemini', '2024-05-16']
['random_routing', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/random_routing_kernel.cu', 'Sonder', '2023-07-31']
['rank_attention', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/rank_attention_kernel.cu', 'co63oc', '2024-05-24']
['rank_attention_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/rank_attention_grad_kernel.cu', 'co63oc', '2024-05-24']
['reduce', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/reduce_kernel.cu', 'yu wentao', '2023-03-24']
['reduce_as', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/reduce_as_kernel.cu', 'Zero Rains', '2024-04-19']
['reduce_as_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/reduce_as_grad_kernel.cu', 'Zero Rains', '2024-04-19']
['reduce_scatter', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/reduce_scatter_kernel.cu', 'yu wentao', '2023-04-07']
['remainder_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/elementwise_grad_kernel.cu', 'BrilliantYuKaimin', '2022-05-10']
['repeat_interleave_with_tensor_index', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/repeat_interleave_kernel.cu', 'seemingwang', '2022-08-03']
['repeat_interleave_with_tensor_index_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/repeat_interleave_grad_kernel.cu', 'seemingwang', '2022-08-03']
['rms_norm', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/rms_norm_kernel.cu', 'ZZK', '2023-07-11']
['rms_norm_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/rms_norm_grad_kernel.cu', 'liuzhenhai93', '2024-02-27']
['rmsprop_dense_param_sparse_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/rmsprop_kernel.cu', 'hong', '2022-03-28']
['row_conv', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/row_conv_kernel.cu', 'co63oc', '2024-07-17']
['row_conv_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/row_conv_grad_kernel.cu', 'co63oc', '2024-07-17']
['rprop', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/rprop_kernel.cu', 'Winters Montagne', '2023-12-20']
['save_combine_vocab', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/save_combine_kernel.cu', 'lujun', '2019-03-20']
['seed', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/seed_kernel.cu', 'co63oc', '2024-07-17']
['sequence_expand', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/sequence_expand_kernel.cu', 'co63oc', '2024-07-03']
['sequence_expand_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/sequence_expand_grad_kernel.cu', 'co63oc', '2024-07-03']
['sequence_mask', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/sequence_mask_kernel.cu', 'Wang Xin', '2023-05-12']
['sequence_mask_scalar', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/sequence_mask_kernel.cu', 'Sonder', '2023-06-26']
['sequence_pool', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/sequence_pool_kernel.cu', 'gouzil', '2023-04-14']
['sequence_pool_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/sequence_pool_grad_kernel.cu', 'gouzil', '2023-04-27']
['sequence_softmax', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/sequence_softmax_kernel.cu', 'co63oc', '2024-07-03']
['sequence_softmax_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/sequence_softmax_grad_kernel.cu', 'co63oc', '2024-07-03']
['set_value_with_scalar_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/set_value_grad_kernel.cu', 'JYChen', '2023-12-25']
['set_value_with_tensor', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/set_value_kernel.cu', 'Feiyu Chan', '2022-10-11']
['sgd_dense_param_sparse_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/sgd_kernel.cu', 'hong', '2022-03-02']
['sgd_sparse_param_sparse_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/sgd_kernel.cu', 'hong', '2022-03-02']
['share_data', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/share_data_kernel.cu', 'co63oc', '2024-07-02']
['shuffle_batch', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/shuffle_batch_kernel.cu', 'Sonder', '2023-08-28']
['shuffle_batch_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/shuffle_batch_grad_kernel.cu', 'Sonder', '2023-08-28']
['shuffle_channel', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/shuffle_channel_kernel.cu', 'co63oc', '2024-04-25']
['shuffle_channel_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/shuffle_channel_grad_kernel.cu', 'co63oc', '2024-04-25']
['sin_double_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/activation_grad_kernel.cu', 'hong', '2022-03-30']
['sin_triple_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/activation_grad_kernel.cu', 'cyber-pioneer', '2022-11-09']
['soft_relu', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/soft_relu_kernel.cu', 'co63oc', '2024-09-03']
['soft_relu_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/soft_relu_grad_kernel.cu', 'co63oc', '2024-09-03']
['sparse_momentum', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/sparse_momentum_kernel.cu', 'Guoxia Wang', '2021-08-27']
['split_with_num', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/split_kernel.cu', 'Charles-hit', '2022-08-31']
['standard_gamma', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/standard_gamma_kernel.cu', 'MayYouBeProsperous', '2024-01-04']
['stft', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/stft_kernel.cu', 'gouzil', '2023-05-16']
['stft_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/stft_grad_kernel.cu', 'KP', '2022-03-23']
['straight_through_estimator_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/straight_through_estimator_grad_kernel.cu', 'co63oc', '2024-08-12']
['strided_copy', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/strided_copy_kernel.cu', 'wanghuancoder', '2023-07-31']
['strided_slice_array', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/strided_slice_kernel.cu', 'Aurelius84', '2022-03-25']
['strided_slice_array_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/strided_slice_grad_kernel.cu', 'Aurelius84', '2022-03-25']
['strided_slice_raw', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/strided_slice_kernel.cu', 'Aurelius84', '2022-03-25']
['strided_slice_raw_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/strided_slice_grad_kernel.cu', 'Aurelius84', '2022-03-25']
['swiglu', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/swiglu_kernel.cu', 'sneaxiy', '2024-02-05']
['swiglu_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/swiglu_grad_kernel.cu', 'sneaxiy', '2024-02-05']
['sync_comm_stream', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/sync_comm_stream_kernel.cu', 'co63oc', '2024-09-27']
['top_p_sampling', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/top_p_sampling_kernel.cu', 'Yuanle Liu', '2024-08-28']
['trans_layout_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/transpose_grad_kernel.cu', 'niuliling123', '2023-05-15']
['tril', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/tril_triu_kernel.cu', 'caozhou', '2022-03-16']
['tril_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/tril_triu_grad_kernel.cu', 'caozhou', '2022-03-16']
['triu', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/tril_triu_kernel.cu', 'YuanRisheng', '2022-11-17']
['triu_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/tril_triu_grad_kernel.cu', 'YuanRisheng', '2022-11-17']
['uniform_random_batch_size_like', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/uniform_random_batch_size_like_kernel.cu', 'co63oc', '2024-05-24']
['unique_raw', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/unique_kernel.cu', 'csy0225', '2022-03-31']
['weight_dequantize', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/weight_dequantize_kernel.cu', 'Yuanle Liu', '2023-10-10']
['weight_only_linear', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/weight_only_linear_kernel.cu', 'zhenyun', '2023-08-22']
['weight_only_linear_grad', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/weight_only_linear_grad_kernel.cu', 'Yuanle Liu', '2023-09-27']
['weight_quantize', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/weight_quantize_kernel.cu', 'Wang Bojun', '2023-11-24']
['weighted_sample_neighbors', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/weighted_sample_neighbors_kernel.cu', 'Siming Dai', '2023-04-24']
['yolo_box_head', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/yolo_box_head_kernel.cu', 'zhupengyang', '2022-05-17']
['yolo_box_post', 'https://github.com/PaddlePaddle/Paddle/blob/develop/paddle/phi/kernels/gpu/yolo_box_post_kernel.cu', 'zhupengyang', '2022-05-17']
